code,station,time,title
MH,Metal Heart Radio,2022-01-28 04:30:19,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 04:30:33, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 04:30:48,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:31:18,Celestial Decay - (05) Fallen
MH,Metal Heart Radio,2022-01-28 04:31:18,Motley Crue - Without You
RB,Rádio Beat,2022-01-28 04:32:17,GUNS N' ROSES - THE BLUES
MH,Metal Heart Radio,2022-01-28 04:35:34,032. Motley Crue - Shout at the Devil
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:36:17,Almora - (06) Kalihora's Song
RB,Rádio Beat,2022-01-28 04:37:02,POLICE - DE DO DO DO DE DA DA DA
MH,Metal Heart Radio,2022-01-28 04:38:48,484. Free - All Right Now
RB,Rádio Beat,2022-01-28 04:41:19,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 04:41:48,STONE TEMPLE PILOTS - PLUSH
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:43:19,Beseech - (05) Neon Ocean
MH,Metal Heart Radio,2022-01-28 04:44:18,093. Scorpions - Rock You Like a Hurricane
RB,Rádio Beat,2022-01-28 04:47:03,T REX - TELEGRAM SAM
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:47:33,Him - (08) Please Dont Let It Go
MH,Metal Heart Radio,2022-01-28 04:48:20,158. KISS - Deuce
RB,Rádio Beat,2022-01-28 04:50:47,STROMBOLI - SANDONORICO
MH,Metal Heart Radio,2022-01-28 04:51:33,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 04:51:48,323. Uriah Heep - Look at Yourself
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:52:03,Twisted Sister - (04) Sin After Sin
MH,Metal Heart Radio,2022-01-28 04:54:49,445. Cinderella - Gypsy Road
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:55:17,Salamandra - (05) Defence
RB,Rádio Beat,2022-01-28 04:56:47,BEATLES - FREE AS A BIRD
MH,Metal Heart Radio,2022-01-28 04:58:49,Tokyo Blade - 02 - Blood Red Night
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:59:03,Tristania - (03) Open Ground
RB,Rádio Beat,2022-01-28 05:01:18,ALICE COOPER - SCHOOL'S OUT
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:03:48,Deathstars - (03) All The Devils Toys
MH,Metal Heart Radio,2022-01-28 05:04:18,Skillet - 08. Shout Your Freedom
RB,Rádio Beat,2022-01-28 05:04:46,SANTANA - OYE COMO VA
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:07:33,Metalwings - (05) Crying Of The Sun
MH,Metal Heart Radio,2022-01-28 05:07:48,393. Type O Negative - Love You to Death
RB,Rádio Beat,2022-01-28 05:09:17,IRON MAIDEN - THE PRISONER
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:12:33,Arven - (02) Don't Look Back
RB,Rádio Beat,2022-01-28 05:14:48,GENESIS - THE BRAZILIAN
MH,Metal Heart Radio,2022-01-28 05:14:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 05:15:04,057. Judas Priest - Breaking the Law
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:17:03,Tarja Turunen - (05) Underneath
MH,Metal Heart Radio,2022-01-28 05:17:33,Volbeat - 13. Lasse's Birgitta 
RB,Rádio Beat,2022-01-28 05:19:32,ROLLING STONES - LIKE A ROLLING STONE
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:22:32,Nox Arcana - (04) Necronomicon
RB,Rádio Beat,2022-01-28 05:24:02,ROLLING STONES - 19TH NERVOUS BREAKDOWN
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:24:33,Midnattsol - (05) Wintertimes
MH,Metal Heart Radio,2022-01-28 05:25:33,Black Label Society - 02 - Destroy &amp; Conquer
RB,Rádio Beat,2022-01-28 05:28:02,BAD COMPANY - FEEL LIKE MAKING LOVE
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:29:47,Delain - (12) The Greatest Escape
MH,Metal Heart Radio,2022-01-28 05:30:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 05:30:34, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 05:30:49,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 05:31:18,Michael Schinkel's Eternal Flame - 07 - I'm Gonna Miss You Tonight
RB,Rádio Beat,2022-01-28 05:33:02,ANIMALS - HOUSE OF THE RISING SUN
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:34:03,Delain - (06) I Want You
MH,Metal Heart Radio,2022-01-28 05:35:33,045. Slayer - South of Heaven
RB,Rádio Beat,2022-01-28 05:37:32,DEEP PURPLE - WHEN A BLIND MAN CRIES
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:39:03,Ripio - (08) De que se rien los idiotas
MH,Metal Heart Radio,2022-01-28 05:40:33,Unleashed - 06 - The Highest Ideal
MH,Metal Heart Radio,2022-01-28 05:43:49,? - Metal_Heart_-_Hey_Headbangers
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:44:02,Asriel - (07) Judgment
MH,Metal Heart Radio,2022-01-28 05:44:20,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-28 05:44:35,Bonded - 13 - Will to Survive (Bonus Track)
RB,Rádio Beat,2022-01-28 05:44:49,QUEEN - DON'T STOP ME NOW
RB,Rádio Beat,2022-01-28 05:48:17,QUEEN - IF YOU CAN'T BEAT THEM
MH,Metal Heart Radio,2022-01-28 05:48:48,101. Iron Maiden - Fear of the Dark
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:49:17,Salamandra - (05) A Kiss Goodbye
RB,Rádio Beat,2022-01-28 05:52:32,ROXY MUSIC & BRYAN FERRY - JEALOUS GUY
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:52:47,Twilight Force - (01) Enchanted Dragon Of Wisdom
MH,Metal Heart Radio,2022-01-28 05:56:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 05:56:18,Cynic - 15 In a Multiverse Where Atoms Sing
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 05:57:17,Rhapsody - (11) Sea Of Fate (Orchestral Version)
RB,Rádio Beat,2022-01-28 05:58:46,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 06:00:04,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-28 06:01:04,Battle Beast - 05. Eye of the Storm
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:01:18,Hysteria - (08)  Miluj Sve Blizni
MH,Metal Heart Radio,2022-01-28 06:05:18,056. Led Zeppelin - Whole Lotta Love
RB,Rádio Beat,2022-01-28 06:05:32,VAN HALEN - YOU REALLY GOT ME
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:06:18,Cinnamun Beloved - (01) Symbols of Beginning
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:07:48,Deathstars - (12) Termination Bliss (Piano Remix)
RB,Rádio Beat,2022-01-28 06:08:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 06:09:02,SIMON & GARFUNKEL - AMERICA
MH,Metal Heart Radio,2022-01-28 06:10:48,Metal Heart Radio - Jingle
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:11:03,Twilight Force - (07) Forest Of Destiny
MH,Metal Heart Radio,2022-01-28 06:11:04,Cradle of Filth - 10 - How Many Tears to Nurture a Rose_
RB,Rádio Beat,2022-01-28 06:12:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 06:14:02,LED ZEPPELIN - RAMBLE ON
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:15:02,HB - (06) Lust
MH,Metal Heart Radio,2022-01-28 06:15:33,Infected Rain - 10 - Never the Same
RB,Rádio Beat,2022-01-28 06:18:31,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:18:32,XIII stoleti - (03) Vitr z Karpat
MH,Metal Heart Radio,2022-01-28 06:18:33,137. Cannibal Corpse - Hammer Smashed Face
RB,Rádio Beat,2022-01-28 06:19:03,MARK KNOPFLER - CANNIBALS
MH,Metal Heart Radio,2022-01-28 06:22:36,Rhapsody of Fire - 12 - Un'ode per l'eroe
RB,Rádio Beat,2022-01-28 06:22:50,LYNYRD SKYNYRD - CALL ME THE BREEZE
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:23:03,HB - (09) Away From Home
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:27:18,Dark Princess - (06) The Blind Passion
MH,Metal Heart Radio,2022-01-28 06:27:33,Magnum - 03 - All You Believe In
RB,Rádio Beat,2022-01-28 06:29:32,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:30:33,Endless Main - (04) Only Once
MH,Metal Heart Radio,2022-01-28 06:32:18,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 06:32:33, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 06:33:03,METAL HEART RADIO - MHRs
RB,Rádio Beat,2022-01-28 06:33:17,DOORS - LOVE STREET
MH,Metal Heart Radio,2022-01-28 06:33:18,372. KISS - Lick It Up
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:35:48,Xandria - (09) Call of the Wind
RB,Rádio Beat,2022-01-28 06:36:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 06:36:47,MOLLY HATCHET - BOUNTY HUNTER
MH,Metal Heart Radio,2022-01-28 06:37:18,373. Sepultura - Desperate Cry
RB,Rádio Beat,2022-01-28 06:40:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 06:40:32,PETR KALANDRA - LODNIK
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:40:32,Katra - (04) Fade To Gray
MH,Metal Heart Radio,2022-01-28 06:43:48,Hypocrisy - 07. Children Of The Gray
RB,Rádio Beat,2022-01-28 06:44:48,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 06:45:17,APRIL WINE - ROCK MYSELF TO SLEEP
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:45:18,Tetania - (10) Death of a Genius
RB,Rádio Beat,2022-01-28 06:48:32,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 06:49:04,333. The Michael Schenker Group - Lost Horizons
RB,Rádio Beat,2022-01-28 06:49:32,OZZY OSBOURNE - NO MORE TEARS
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:49:33,Salamandra - (03) Comes before a Storm
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:50:21,Sirenia - (10) The Silver Eye
MH,Metal Heart Radio,2022-01-28 06:56:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 06:56:18,079. Iron Maiden - Killers
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 06:57:47,Salamandra - (12) War Of Evils
RB,Rádio Beat,2022-01-28 06:59:17,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 07:01:18,397. Iron Maiden - Stranger in a Strange Land
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:02:03,Howling Syn - (06) Night Charmers
RB,Rádio Beat,2022-01-28 07:04:46,SWEET - BLOCKBUSTER
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:05:18,Within Temptation - (07) Firelight (Ft. JASPER STEVERLINCK)
MH,Metal Heart Radio,2022-01-28 07:07:04,L.A. Guns -  01. Knock Me Down (Single)
RB,Rádio Beat,2022-01-28 07:08:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 07:08:47,QUEENSRYCHE - SILENT LUCIDITY
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:10:03,Fortaleza - (07) El Eco Del Miedo
MH,Metal Heart Radio,2022-01-28 07:11:04,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 07:11:18,303. Testament - D.N.R. (Do Not Resuscitate)
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:14:18,Zavod - (08) Pripyat
MH,Metal Heart Radio,2022-01-28 07:14:48,462. Judas Priest - Genocide
RB,Rádio Beat,2022-01-28 07:15:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 07:16:47,DEREK AND THE DOMINOES & ERIC CLAPTON - LAYLA
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:18:03,Within Temptation - (06) Grace
RB,Rádio Beat,2022-01-28 07:19:47,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 07:20:03,ZLUTY PES - INDIANSKA DYMKA
MH,Metal Heart Radio,2022-01-28 07:20:50,Running Wild - 01 - Blood on Blood
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:23:03,Arven - (03) Raise Your Cups
RB,Rádio Beat,2022-01-28 07:24:02,DEF LEPPARD - ARMAGEDDON IT
MH,Metal Heart Radio,2022-01-28 07:24:48,Be'Lakor - 02 - The Dispersion
MH,Metal Heart Radio,2022-01-28 07:26:33,436. UFO - Too Hot to Handle
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:27:34,Dark Moor - (01) In The Heart Of Stone
MH,Metal Heart Radio,2022-01-28 07:30:04,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-28 07:30:18, - Ranní sprcha - spot
RB,Rádio Beat,2022-01-28 07:30:32,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 07:30:48,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
MH,Metal Heart Radio,2022-01-28 07:31:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 07:31:33,Cradle of Filth - 10 - How Many Tears to Nurture a Rose_
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:32:19,Nox Arcana - (11) Memento Mori
RB,Rádio Beat,2022-01-28 07:34:32,KISS - ROCK AND ROLL ALL NIGHT
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:34:47,Dark Moor - (06) Devil In The Tower
MH,Metal Heart Radio,2022-01-28 07:36:04,Eagleheart - Moment of Life
RB,Rádio Beat,2022-01-28 07:37:33,BEATLES - FOOL ON THE HILL
MH,Metal Heart Radio,2022-01-28 07:39:33,Autumn Cold - Nothing
RB,Rádio Beat,2022-01-28 07:40:46,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 07:41:17,JARI TIURA - LONDON
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:42:32,Hysteria - (04)  Proklinam
MH,Metal Heart Radio,2022-01-28 07:43:33,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-28 07:44:03,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-28 07:44:18,Lady Kate - Age gap
RB,Rádio Beat,2022-01-28 07:45:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 07:45:47,MARSYAS - POSTAVIM SI DUM Z OBILI
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:46:03,Tarja Turunen - (09) Falling Awake
MH,Metal Heart Radio,2022-01-28 07:48:04,Nazgul - Jiskra &amp;#38
RB,Rádio Beat,2022-01-28 07:49:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 07:50:17,METALLICA - THE UNFORGIVEN
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:51:18,HB - (03) Hanki Elama 2
MH,Metal Heart Radio,2022-01-28 07:51:35,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 07:51:50,Perseus - Vizioná&amp;#34
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:54:32,Almora - (02) Kiyamet Senfonisi
MH,Metal Heart Radio,2022-01-28 07:56:03,Gloom - Fragments of Life
RB,Rádio Beat,2022-01-28 07:58:02,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 07:59:48,Delain - (06) To Live is to Die
MH,Metal Heart Radio,2022-01-28 08:00:53,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-28 08:01:49,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 08:02:03,Stellaris - Echoes of the Past
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:03:47,Wintersun - (04) Battle Against Time
RB,Rádio Beat,2022-01-28 08:04:32,SUZI QUATRO - DEVIL GATE DRIVE
MH,Metal Heart Radio,2022-01-28 08:05:49,Donor - Poslední ohe&amp;#32
RB,Rádio Beat,2022-01-28 08:08:33,YES - HOLD ON
MH,Metal Heart Radio,2022-01-28 08:09:48,Trigonum Mortis - 07. Once Upon a Time
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:10:47,Van Canto - (12) Bad to the Bone (bonus)
MH,Metal Heart Radio,2022-01-28 08:13:48,Metal Heart Radio - Jingle
RB,Rádio Beat,2022-01-28 08:14:02,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 08:14:03,Black Sabbaka - Moda od Quasimoda
RB,Rádio Beat,2022-01-28 08:15:32,KINKS - TILL THE END OF THE DAY
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:15:32,Nightwish - (07) Sacrament of Wilderness (Live)
MH,Metal Heart Radio,2022-01-28 08:17:18,Dying Passion - Severance MMXX
RB,Rádio Beat,2022-01-28 08:18:03,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:18:32,KRAUSBERRY - STARY CASY
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:20:32,Epica - (06) Kingdom of Heaven (A New Age Dawns Part V)
MH,Metal Heart Radio,2022-01-28 08:23:04,Eagleheart - Moment of Life
RB,Rádio Beat,2022-01-28 08:24:04,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:25:17,STYX - Renegade
MH,Metal Heart Radio,2022-01-28 08:26:33,Donor - Poslední ohe&amp;#32
MH,Metal Heart Radio,2022-01-28 08:30:18,METAL HEART RADIO - MHRs
RB,Rádio Beat,2022-01-28 08:30:47,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 08:30:48, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 08:31:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 08:31:33,Dymytry - 01 - Revolt
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:34:17,As Angels Bleed - (07) Carfax Abbey
RB,Rádio Beat,2022-01-28 08:34:46,BLACK SABBATH - COUNTRY GIRL
MH,Metal Heart Radio,2022-01-28 08:35:04,Exorcizphobia - Relationshit
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:38:47,Epica - (05) Our Destiny
RB,Rádio Beat,2022-01-28 08:39:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:39:17,ROLLING STONES - GET OFF OF MY CLOUD
MH,Metal Heart Radio,2022-01-28 08:39:47,Perseus - Vizioná&amp;#34
RB,Rádio Beat,2022-01-28 08:42:27,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:42:42,CHAD KROEGER & JOSEY SCOTT - HERO
MH,Metal Heart Radio,2022-01-28 08:44:03,Epilog - 08 - Rising
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:44:49,Van Canto - (03) Primo Victoria
RB,Rádio Beat,2022-01-28 08:46:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:46:33,MICHAL PROKOP & FRAMUS 5 - BITVA O KARLUV MOST
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:48:32,Within Temptation - (01) Intro
MH,Metal Heart Radio,2022-01-28 08:48:33,Avidity for - Restart
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:50:33,Sopor Aeternus - (07) The Devil's Instrument
RB,Rádio Beat,2022-01-28 08:51:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:51:17,PINK FLOYD - WHAT DO YOU WANT FROM ME
MH,Metal Heart Radio,2022-01-28 08:53:18,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 08:53:33,Seven - Plá&amp;#26
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:56:02,Highland Glory - (01) Holocauster ride
RB,Rádio Beat,2022-01-28 08:57:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 08:57:31,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 08:57:31,Highland Glory - (01) Holocauster ride
MH,Metal Heart Radio,2022-01-28 08:58:18,Deviance - 05. Crash
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:00:15,XIII stoleti - (01) Vampires
MH,Metal Heart Radio,2022-01-28 09:00:15,Deviance - 05. Crash
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:00:56,XIII stoleti - (01) Vampires
MH,Metal Heart Radio,2022-01-28 09:00:56,Deviance - 05. Crash
RB,Rádio Beat,2022-01-28 09:01:10,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:01:58,XIII stoleti - (01) Vampires
MH,Metal Heart Radio,2022-01-28 09:01:59,Deviance - 05. Crash
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:02:13,XIII stoleti - (01) Vampires
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:03:29,XIII stoleti - (01) Vampires
MH,Metal Heart Radio,2022-01-28 09:03:30,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
MH,Metal Heart Radio,2022-01-28 09:03:34,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
RB,Rádio Beat,2022-01-28 09:03:43,WHITESNAKE - HERE I GO AGAIN
MH,Metal Heart Radio,2022-01-28 09:03:46,At Vance - Only Human
RB,Rádio Beat,2022-01-28 09:04:15,WHITESNAKE - HERE I GO AGAIN
MH,Metal Heart Radio,2022-01-28 09:04:16,At Vance - Only Human
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:06:03,Sirenia - (06) The Lucid Door
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:06:29,Sirenia - (06) The Lucid Door
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:06:54,Sirenia - (06) The Lucid Door
MH,Metal Heart Radio,2022-01-28 09:06:55,At Vance - Only Human
RB,Rádio Beat,2022-01-28 09:08:02,BOB DYLAN - WHERE TEARDROPS FALL
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:08:11,Sirenia - (06) The Lucid Door
MH,Metal Heart Radio,2022-01-28 09:08:11,At Vance - Only Human
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:08:41,Sirenia - (06) The Lucid Door
RB,Rádio Beat,2022-01-28 09:08:56,BOB DYLAN - WHERE TEARDROPS FALL
MH,Metal Heart Radio,2022-01-28 09:08:57,Evergrey - In Orbit (feat. Floor Jansen)
RB,Rádio Beat,2022-01-28 09:09:22,BOB DYLAN - WHERE TEARDROPS FALL
MH,Metal Heart Radio,2022-01-28 09:09:23,Evergrey - In Orbit (feat. Floor Jansen)
RB,Rádio Beat,2022-01-28 09:09:58,BOB DYLAN - WHERE TEARDROPS FALL
MH,Metal Heart Radio,2022-01-28 09:09:59,Evergrey - In Orbit (feat. Floor Jansen)
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:10:45,HB - (03) Hanki Elama
MH,Metal Heart Radio,2022-01-28 09:10:45,Evergrey - In Orbit (feat. Floor Jansen)
RB,Rádio Beat,2022-01-28 09:10:47,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:10:47,HB - (03) Hanki Elama
RB,Rádio Beat,2022-01-28 09:10:59,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 09:11:21,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:11:22,HB - (03) Hanki Elama
RB,Rádio Beat,2022-01-28 09:11:45,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:11:46,HB - (03) Hanki Elama
RB,Rádio Beat,2022-01-28 09:13:18,T4 - FUNNY
RB,Rádio Beat,2022-01-28 09:14:15,T4 - FUNNY
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:14:31,Nightwish - (10) Beauty Of The Beast
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:14:33,Nightwish - (10) Beauty Of The Beast
MH,Metal Heart Radio,2022-01-28 09:14:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 09:14:46,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 09:14:49,Pantera - Cemetery Gates
MH,Metal Heart Radio,2022-01-28 09:15:01,Pantera - Cemetery Gates
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:16:02,Nightwish - (10) Beauty Of The Beast
MH,Metal Heart Radio,2022-01-28 09:16:03,Pantera - Cemetery Gates
RB,Rádio Beat,2022-01-28 09:18:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 09:18:15,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 09:20:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-28 09:21:22,ZZ TOP - ROUGH BOY
RB,Rádio Beat,2022-01-28 09:21:32,ZZ TOP - ROUGH BOY
MH,Metal Heart Radio,2022-01-28 09:21:48,Annihilator - Alison Hell
MH,Metal Heart Radio,2022-01-28 09:21:54,Annihilator - Alison Hell
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:24:49,Nightwish - (13) Imaginaerum
RB,Rádio Beat,2022-01-28 09:26:33,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 09:26:49,Guns N' Roses - Welcome To The Jungle
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:32:31,Nightwish - (06) Wanderlust
MH,Metal Heart Radio,2022-01-28 09:32:32,Therion - The Khlysti Evangelist
RB,Rádio Beat,2022-01-28 09:33:00,AC/DC - HEATSEEKER
RB,Rádio Beat,2022-01-28 09:33:16,AC/DC - HEATSEEKER
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:33:16,Nightwish - (06) Wanderlust
MH,Metal Heart Radio,2022-01-28 09:33:18,Therion - The Khlysti Evangelist
RB,Rádio Beat,2022-01-28 09:34:12,AC/DC - HEATSEEKER
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:34:13,Nightwish - (06) Wanderlust
MH,Metal Heart Radio,2022-01-28 09:34:13,Therion - The Khlysti Evangelist
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 09:35:45,Nightwish - (03) Elan (Album Version)
