code,station,time,title
MH,Metal Heart Radio,2022-01-27 21:25:44,Krokus - Angel Of My Dreams
RB,Rádio Beat,2022-01-27 21:27:45,OLYMPIC - DEDECKUV DUCH
MH,Metal Heart Radio,2022-01-27 21:27:47,Sirenia - Dim Days Of Dolor
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:28:32,Bratrstvo luny - (06) Vampyrismus psyche
RB,Rádio Beat,2022-01-27 21:29:28,OLYMPIC - DEDECKUV DUCH
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:29:29,Bratrstvo luny - (06) Vampyrismus psyche
MH,Metal Heart Radio,2022-01-27 21:29:29,Sirenia - Dim Days Of Dolor
RB,Rádio Beat,2022-01-27 21:30:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 21:31:02,FAITH NO MORE - EPIC
MH,Metal Heart Radio,2022-01-27 21:32:34,METAL HEART RADIO - MHRs
RB,Rádio Beat,2022-01-27 21:32:42,FAITH NO MORE - EPIC
MH,Metal Heart Radio,2022-01-27 21:32:44, - Ranní sprcha - spot
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:32:48,Beseech - (03) Voices
MH,Metal Heart Radio,2022-01-27 21:32:49, - Ranní sprcha - spot
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:32:58,Beseech - (03) Voices
MH,Metal Heart Radio,2022-01-27 21:33:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-27 21:33:34,"158 - AFTER FOREVER - Empty Memories [After Forever, 2007]"
RB,Rádio Beat,2022-01-27 21:35:46,SANTANA - SMOOTH
MH,Metal Heart Radio,2022-01-27 21:38:19,Rammstein - Du hast
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:38:33,Deathstars - (10) Noise Cuts
RB,Rádio Beat,2022-01-27 21:40:03,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 21:41:03,le gendarme de st tropez - 
MH,Metal Heart Radio,2022-01-27 21:42:04,Slayer - Angel Of Death
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:42:34,HB - (05) Tee mulle
RB,Rádio Beat,2022-01-27 21:43:03,DEEP PURPLE - BURN
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:44:45,HB - (05) Tee mulle
MH,Metal Heart Radio,2022-01-27 21:44:45,Slayer - Angel Of Death
RB,Rádio Beat,2022-01-27 21:44:59,DEEP PURPLE - BURN
RB,Rádio Beat,2022-01-27 21:45:00,DEEP PURPLE - BURN
MH,Metal Heart Radio,2022-01-27 21:47:02,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-27 21:47:05,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-27 21:47:35,Metal Heart Radio - Metal Live EN
RB,Rádio Beat,2022-01-27 21:47:48,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-27 21:47:49,Rush - Tom Sawyer
RB,Rádio Beat,2022-01-27 21:48:18,Mike Terrana - Eine Kleine Nachtmusik
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:48:18,Salamandra - (04) Legacy Of The Heroes
RB,Rádio Beat,2022-01-27 21:48:30,Mike Terrana - Eine Kleine Nachtmusik
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:48:30,Salamandra - (04) Legacy Of The Heroes
MH,Metal Heart Radio,2022-01-27 21:48:31,Rush - Tom Sawyer
MH,Metal Heart Radio,2022-01-27 21:53:05,Scorpions - Always Somewhere
MH,Metal Heart Radio,2022-01-27 21:53:12,Scorpions - Always Somewhere
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:53:49,Goathanger - (01) Man On Fire
RB,Rádio Beat,2022-01-27 21:54:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 21:54:28,AC/DC - ROCK AND ROLL AIN'T NOISE POLLUTION
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:54:29,Goathanger - (01) Man On Fire
MH,Metal Heart Radio,2022-01-27 21:54:29,Scorpions - Always Somewhere
RB,Rádio Beat,2022-01-27 21:54:32,AC/DC - ROCK AND ROLL AIN'T NOISE POLLUTION
MH,Metal Heart Radio,2022-01-27 21:57:33,"71 - LUCA TURILLI - Altitudes [The Infinite Wonders Of Creation, 2006]"
RB,Rádio Beat,2022-01-27 21:59:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 21:59:32,THIN LIZZY - THE BOYS ARE BACK IN TOWN
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 21:59:32,Illuminata - (01) A Frame Of Beauty
MH,Metal Heart Radio,2022-01-27 22:02:03,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-27 22:03:03,Wintersun - When Time Fades Away
RB,Rádio Beat,2022-01-27 22:04:42,BACHMAN TURNER OVERDRIVE - YOU AIN'T SEEN NOTHIN' YET
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:04:43,Delain - (05) See me in Shadow
MH,Metal Heart Radio,2022-01-27 22:04:44,Wintersun - When Time Fades Away
RB,Rádio Beat,2022-01-27 22:06:15,BACHMAN TURNER OVERDRIVE - YOU AIN'T SEEN NOTHIN' YET
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:06:15,Delain - (05) See me in Shadow
MH,Metal Heart Radio,2022-01-27 22:07:17,Motley Crue - Kickstart My Heart
RB,Rádio Beat,2022-01-27 22:08:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 22:08:47,BETH HART & JOE BONAMASSA - I'd Rather Go Blind
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:09:03,Rhapsody - (06) The Bloody Rage of the Titans
MH,Metal Heart Radio,2022-01-27 22:11:48,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-27 22:11:58,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-27 22:12:03,"117 - TARJA - Minor Heaven [My Winter Storm, 2007]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:15:18,Sopor Aeternus - (10) May I Kiss Your Wound
MH,Metal Heart Radio,2022-01-27 22:16:03,Accept - Princess Of The Dawn
RB,Rádio Beat,2022-01-27 22:17:03,DOORS - LOVE HER MADLY
RB,Rádio Beat,2022-01-27 22:20:32,KISS - FOREVER
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:21:18,Nox Arcana - (19) Ritual of Summoning
MH,Metal Heart Radio,2022-01-27 22:22:19,Whitesnake - Here I Go Again
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:22:34,Asriel - (04) Dedicate
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:23:45,Asriel - (04) Dedicate
MH,Metal Heart Radio,2022-01-27 22:23:45,Whitesnake - Here I Go Again
RB,Rádio Beat,2022-01-27 22:24:17,VLADIMIR MISIK - TY II
RB,Rádio Beat,2022-01-27 22:26:13,VLADIMIR MISIK - TY II
MH,Metal Heart Radio,2022-01-27 22:26:48,Dream Theater - Panic Attack
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:28:48,After Forever - (03) Between Love and Fire
RB,Rádio Beat,2022-01-27 22:29:12,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:29:12,After Forever - (03) Between Love and Fire
RB,Rádio Beat,2022-01-27 22:29:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 22:29:32,JETHRO TULL - TOO OLD TO ROCK N ROLL
RB,Rádio Beat,2022-01-27 22:29:42,JETHRO TULL - TOO OLD TO ROCK N ROLL
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:33:48,Black Sabbath - (04) The Dark
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:34:17,Serenity - (05) Heavenly Mission
MH,Metal Heart Radio,2022-01-27 22:35:04,Metal Heart Radio - Metal Live CZ
RB,Rádio Beat,2022-01-27 22:35:18,TWISTED SISTER - WE`RE NOT GONNA TAKE IT
MH,Metal Heart Radio,2022-01-27 22:35:21, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-27 22:35:51,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-27 22:36:03,Volbeat - Lola Montez
RB,Rádio Beat,2022-01-27 22:39:03,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 22:39:48,OZZY OSBOURNE - I JUST WANT YOU
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:39:49,Dark Moor - (04) Through the Gates of the Silver Key
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:40:34,Serenity - (04) Keeper of the Knights
MH,Metal Heart Radio,2022-01-27 22:40:34,HammerFall - Last Man Standing
RB,Rádio Beat,2022-01-27 22:44:32,JUDAS PRIEST - STEELER
MH,Metal Heart Radio,2022-01-27 22:44:49,"244 - W.A.S.P. - Godless Run [Babylon, 2009]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:45:18,Fortaleza - (04) En Mi Soledad
RB,Rádio Beat,2022-01-27 22:49:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 22:49:18,"BLUE EFFECT - EJ, PADA, PADA, ROSENKA"
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:50:03,HIM - (16) When Love And Death Embrace
MH,Metal Heart Radio,2022-01-27 22:50:34,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-27 22:50:49,"258 - ACCEPT - No Time To Lose [I'm A Rebel, 1980]"
MH,Metal Heart Radio,2022-01-27 22:55:18,"360 - EDGUY - Tomorrow [Vain Glory Opera, 1998]"
RB,Rádio Beat,2022-01-27 22:55:46,RAINBOW - STREET OF DREAMS
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 22:56:02,Dark Moor - (01) Swan Lake
MH,Metal Heart Radio,2022-01-27 22:59:18,Slipknot - All Out Life
RB,Rádio Beat,2022-01-27 23:00:33,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-27 23:01:02,ZZ TOP - LEGS
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:04:03,Witchbreed - (11) Unspoken Vow
MH,Metal Heart Radio,2022-01-27 23:04:47,"483 - REVOLUTION RENAISSANCE - Frozen Winter Heart [Trinity, 2010]"
RB,Rádio Beat,2022-01-27 23:05:47,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:08:48,Equinoxem - (11) Master of Light
MH,Metal Heart Radio,2022-01-27 23:09:19,Magnum - Vigilante
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:14:03,Lunatica - (10) Emocean
MH,Metal Heart Radio,2022-01-27 23:15:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-27 23:16:03,After Forever - Discord
MH,Metal Heart Radio,2022-01-27 23:20:33,"418 - AXEL RUDI PELL - Glory Night [Crest, 2010]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:22:47,Hydria - (11) Believe
MH,Metal Heart Radio,2022-01-27 23:26:18,Eluveitie - Inis Mona
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:27:03,Age Of Artemis - (04) Unknown Strength
MH,Metal Heart Radio,2022-01-27 23:30:33,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-27 23:30:47, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-27 23:31:19,Metal Heart Radio - Jingle
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:31:33,Beseech - (07) Come on In
MH,Metal Heart Radio,2022-01-27 23:31:33,Rhapsody - Dawn Of Victory
MH,Metal Heart Radio,2022-01-27 23:36:18,Sabaton - Ghost Division
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:37:03,Epica - (09) Ascension - Dream State Armageddon
MH,Metal Heart Radio,2022-01-27 23:40:04,Uriah Heep - Grazed By Heaven
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:42:18,Nightwish - (11) Slaying the dreamer
MH,Metal Heart Radio,2022-01-27 23:44:33,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-27 23:45:03,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-27 23:45:18,Alestorm - Hangover
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:47:18,Stratovarius - (07) Against the wind
MH,Metal Heart Radio,2022-01-27 23:49:03,Kern - Blízko nás
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:51:03,HB - (10) Lovesong
MH,Metal Heart Radio,2022-01-27 23:52:32,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-27 23:52:47,Stratovarius - Hunting High And Low
MH,Metal Heart Radio,2022-01-27 23:56:34,Gamma Ray - Master Of Confusion
MHSC,Metal Heart Radio - Soft Channel,2022-01-27 23:57:03,HB - (09) Taivaaseen
MH,Metal Heart Radio,2022-01-28 00:01:33,? - Jingle_Cesta_kolem_sveta_long
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:02:02,Lunatica - (08) The Power Of Love
MH,Metal Heart Radio,2022-01-28 00:02:34,Insomnium - While We Sleep
RB,Rádio Beat,2022-01-28 00:03:03,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:07:17,Cinnamun Beloved - (06) Furious as the Wind
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:08:32,Arven - (08) Till Death Do Us Part
MH,Metal Heart Radio,2022-01-28 00:08:47,"372 - SONATA ARCTICA - Draw Me (instrumental) [The End Of This Chapter, 2005]"
MH,Metal Heart Radio,2022-01-28 00:12:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 00:13:03,Arch Enemy - The Eagle Flies Alone
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:14:17,Tristania - (01) Beyond The Veil
MH,Metal Heart Radio,2022-01-28 00:18:18,Hardline - Hot Cherie
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:20:48,XIII stoleti - (10) Elizabeth
MH,Metal Heart Radio,2022-01-28 00:23:06,Accept - Stampede
MH,Metal Heart Radio,2022-01-28 00:28:18,Metal Heart Radio - Metal Live CZ
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:28:33,Serenity - (11) Call to Arms
MH,Metal Heart Radio,2022-01-28 00:28:33, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 00:29:04,Children Of Bodom - Are You Dead Yet ?
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:32:47,Winterstorm - (10) The Evocation
MH,Metal Heart Radio,2022-01-28 00:33:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 00:33:18,Guns N' Roses - Knockin' On Heaven's Door
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:34:18,Delain - (03) We Are The Others
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:37:32,EnChanTya - (03) Night In Whisper
MH,Metal Heart Radio,2022-01-28 00:38:48,Almanac - Hail to the King
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:42:03,Tristania - (07) Night on Earth
MH,Metal Heart Radio,2022-01-28 00:44:18,Volbeat - Lola Montez
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:45:33,Twisted Sister - (04) Sin After Sin
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:48:47,Rimortis - (202)  Bud vule tva
MH,Metal Heart Radio,2022-01-28 00:48:48,"333 - VIRGIN STEELE - Angel Of Death [Visions Of Eden, 2006]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:53:18,Salamandra - (02) Orion
MH,Metal Heart Radio,2022-01-28 00:57:18,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 00:57:33,Korn - Falling Away From Me
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 00:58:18,Beseech - (09) Dimension
MH,Metal Heart Radio,2022-01-28 01:02:03,Sonata Arctica - The Last Amazing Grays
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:02:17,Hildr Valkyrie - (11) March to the Path for Walhall (Outro)
RB,Rádio Beat,2022-01-28 01:03:03,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:05:03,Celestial Decay - (10) Reapers Goodbye
MH,Metal Heart Radio,2022-01-28 01:07:37,"304 - CREMATORY - Tale [Act Seven, 1999]"
MH,Metal Heart Radio,2022-01-28 01:12:04,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:12:19,Nightwish - (02) Whoever Brings The Night (Live)
MH,Metal Heart Radio,2022-01-28 01:12:20,Batushka - Pecn' 1
MH,Metal Heart Radio,2022-01-28 01:16:33,Iced Earth - Consequences
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:16:47,Almora - (09) Gidenlerin Ardindan
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:21:48,Van Canto - (03) Primo Victoria
MH,Metal Heart Radio,2022-01-28 01:22:03,Angra - Carry On
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:25:17,Black Sabbath - (08) Break Out
MH,Metal Heart Radio,2022-01-28 01:27:04,Volbeat - Lola Montez
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:28:03,Lunatica - (04) The Incredibles
MH,Metal Heart Radio,2022-01-28 01:31:33,Metal Heart Radio - Metal Live CZ
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:31:47,Twilight Force - (03) Twilight Horizon
MH,Metal Heart Radio,2022-01-28 01:31:48, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 01:32:19,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 01:32:34,Master's Hammer - Cerna Svatozar
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:36:47,Dark Princess - (03) On the Bottom Itself
MH,Metal Heart Radio,2022-01-28 01:38:04,"312 - AFTER FOREVER - Lonely [After Forever, 2007]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:39:47,Witch Hammer - (07) Grab the devil by the horns
MH,Metal Heart Radio,2022-01-28 01:41:19,Unleashed - Before the Creation of Time
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:43:47,Hysteria - (01)  Vysvobozena
MH,Metal Heart Radio,2022-01-28 01:45:18,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-28 01:45:48,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-28 01:46:03,Norther - Frozen Angel
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:48:17,Metalwings - (03) Ship Of Shadows
MH,Metal Heart Radio,2022-01-28 01:50:03,"73 - RHAPSODY OF FIRE - Son Of Pain [Triumph Or Agony, 2006]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:54:18,Van Canto - (04) Badaboom
MH,Metal Heart Radio,2022-01-28 01:54:48,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 01:55:03,"258 - ACCEPT - No Time To Lose [I'm A Rebel, 1980]"
RB,Rádio Beat,2022-01-28 01:56:02,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 01:57:48,Serenity - (14) To India's Shores
MH,Metal Heart Radio,2022-01-28 01:59:34,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-28 02:00:34,Ghost B.C. - Year Zero
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:02:18,XIII stoleti - (10) Martyrium
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:04:19,XIII stoleti - (01) Hororovy sen
MH,Metal Heart Radio,2022-01-28 02:06:18,"486 - STEVE VAI - For The Love Of God [Passion And Warfare, 1990]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:09:48,Bratrstvo luny - (10) Carmina I-IX
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:10:33,Y and T - (03) Lonely Side Of Town
MH,Metal Heart Radio,2022-01-28 02:12:18,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 02:12:33,Van Halen - Jump
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:15:18,Bloodflowerz - (05) Sadness
MH,Metal Heart Radio,2022-01-28 02:16:34,Nightwish - Wish I Had an Angel (Remastered)
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:19:48,Serenity - (03) Coldness Kills
MH,Metal Heart Radio,2022-01-28 02:20:36,Firehouse - Love Of A Lifetime
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:25:17,Fortaleza - (05) La Mulata
MH,Metal Heart Radio,2022-01-28 02:25:18,"34 - RHAPSODY OF FIRE - Il Canto Del Vento [Triumph Or Agony, 2006]"
MH,Metal Heart Radio,2022-01-28 02:29:19,Metal Heart Radio - Metal Live CZ
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:29:33,Stratovarius - (01) My Eternal Dream
MH,Metal Heart Radio,2022-01-28 02:29:34, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 02:30:03,"91 - STRATOVARIUS - Forever [Episode, 1996]"
MH,Metal Heart Radio,2022-01-28 02:33:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 02:33:18,Metallica - One
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:35:48,Serenity - (02) Reduced To Nothingness
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:40:32,Lunatica - (07) The Neverending Story
MH,Metal Heart Radio,2022-01-28 02:40:48,"89 - WITHIN TEMPTATION - The Swan Song [The Silent Force, 2004]"
MH,Metal Heart Radio,2022-01-28 02:44:33,GloryHammer - The Hollywood Hootsman
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:46:02,Endless Main - (05) Dying Heart of a Dying Man
MH,Metal Heart Radio,2022-01-28 02:48:33,"Powerwolf - Die, Die, Crucified"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:51:02,Epica - (07) Once Upon A Nightmare
MH,Metal Heart Radio,2022-01-28 02:51:33,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 02:51:47,Stratovarius - Halcyon Days
RB,Rádio Beat,2022-01-28 02:52:03,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 02:57:04,Megadeth - Hangar 18
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 02:58:03,Metalwings - (09) Tujni Serza
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:02:17,Illuminata - (11) Metamorphobia II
MH,Metal Heart Radio,2022-01-28 03:02:18,U.D.O. - Poezd Po Rossii [Live 2008]
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:08:17,Stratovarius - (09) Fire in Your Eyes
MH,Metal Heart Radio,2022-01-28 03:08:47,Helloween - Rise And Fall
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:12:18,Ageless - (03) Midnight Inside the Crystal Bead
MH,Metal Heart Radio,2022-01-28 03:13:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 03:13:33,"91 - STRATOVARIUS - Forever [Episode, 1996]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:15:47,Within Temptation - (04) Supernova
MH,Metal Heart Radio,2022-01-28 03:16:33,"312 - AFTER FOREVER - Lonely [After Forever, 2007]"
MH,Metal Heart Radio,2022-01-28 03:19:48,"281 - HELLOWEEN - If I Knew [The Time Of The Oath, 1996]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:21:18,Hydria - (11) Poison Paradise
MH,Metal Heart Radio,2022-01-28 03:25:18,Edenbridge - Shiantara
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:25:32,Asrai - (04) Restless
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:29:48,Rhapsody - (09) The Pride of the Tyrant
MH,Metal Heart Radio,2022-01-28 03:31:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 03:31:33, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-28 03:31:48,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 03:32:03,Gloryhammer - The Siege of Dunkeld In Hoots We Trust Official Lyric Video Napalm Records
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:34:47,Midnattsol - (10) Dancing With The Midnight Sun
MH,Metal Heart Radio,2022-01-28 03:36:47,Master's Hammer - Cerna Svatozar
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:38:48,XIII stoleti - (05) Dum kde tanci mrtvi
MH,Metal Heart Radio,2022-01-28 03:42:18,Grave Digger - Heavy Metal Breakdown
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:46:03,Rimortis - (05) Bud vule tva
MH,Metal Heart Radio,2022-01-28 03:46:49,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-28 03:47:18,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-28 03:47:33,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-28 03:47:48,Behemoth - Blow Your Trumpets Gabriel
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:50:33,Sirenia - (02) Into the Night
RB,Rádio Beat,2022-01-28 03:51:03,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-28 03:52:04,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 03:52:19,"492 - MANOWAR - Defender [Fighting The World, 1987]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:55:03,Nightwish - (06) Eva
MH,Metal Heart Radio,2022-01-28 03:58:19,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-28 03:59:18,Avantasia - The Raven Child (feat. Hansi Kürsch &amp; Jorn Lande)
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 03:59:33,"Ensiferum - (02) Rum, Women, Victory"
RB,Rádio Beat,2022-01-28 04:01:02,RONNIE JAMES DIO - EVIL EYES
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:03:48,XIII stoleti - (09) Dogma
RB,Rádio Beat,2022-01-28 04:04:47,JEFFERSON AIRPLANE - SOMEBODY TO LOVE.
RB,Rádio Beat,2022-01-28 04:07:47,"MOTORHEAD - LOUIE, LOUIE"
RB,Rádio Beat,2022-01-28 04:10:31,LUBOS POSPISIL - STARÝ PÁR
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:10:32,Bratrstvo luny - (04) Trinacty uplnek
MH,Metal Heart Radio,2022-01-28 04:10:33,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-28 04:10:47,Primordial - Where Greater Men Have Fallen
RB,Rádio Beat,2022-01-28 04:14:17,THE 69 EYES - BLACK ORCHID
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:14:47,Illuminata - (05) White Heart
RB,Rádio Beat,2022-01-28 04:18:34,ROD STEWART - MAGGIE MAY
MH,Metal Heart Radio,2022-01-28 04:18:51,Ratt - Lay It Down
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:19:33,Anna Fiori - (02) Fuego Negro
MH,Metal Heart Radio,2022-01-28 04:22:03,Morbid Angel - Immortal Rites
RB,Rádio Beat,2022-01-28 04:23:17,GUNS N' ROSES - DON'T CRY
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:23:47,Hildr Valkyrie - (08) Bringer of Life Bearer of Fire
MH,Metal Heart Radio,2022-01-28 04:26:03,"372 - SONATA ARCTICA - Draw Me (instrumental) [The End Of This Chapter, 2005]"
RB,Rádio Beat,2022-01-28 04:28:03,GUNS N' ROSES - 14 YEARS
MHSC,Metal Heart Radio - Soft Channel,2022-01-28 04:28:03,Twisted Sister - (01) The Kids Are Back
